"Name","City","State","Access","Count","Latitude","Longitude","Wall","Proshop","Indoor","Lights","Surface"
"Leonard Abess Park","Jacksonville","FL","Public",2,30.3224707,-81.4748776,"No","No","No","No","Hard"
"River Ridge Park","Austin-San Marcos","TX","Public",2,29.906511,-97.9052746,"No","No","No","Yes","Hard"
"Hanover Place","Orlando","FL","Private",2,28.6950016,-81.320672,"No","No","No","Yes","Hard"
"Kingsbridge West","Orlando","FL","Private",2,28.6601555,-81.1912608,"Yes","No","No","Yes","Hard"
"Canyon Creek Village","San Antonio","TX","Private",1,29.5994782,-98.5121727,"Yes","No","No","Yes","Hard"
"Hunters Creek","San Antonio","TX","Private",6,29.5631923,-98.5432327,"No","No","No","Yes","Hard"
"Chisholm Point","Austin-San Marcos","TX","Private",2,30.4354465,-97.6418066,"No","No","No","Yes","Hard"
"Huntington Apartments","Denver","CO","Private",2,39.6563321,-105.0883484,"No","No","No","Yes","Hard"
"Briarwood Homeowners Association","Atlanta","GA","Private",2,33.995172,-84.5100009,"No","No","No","No","Hard"
"Northbridge Crossing","Atlanta","GA","Private",4,33.5464022,-84.2627978,"No","No","No","Yes","Hard"
"Lake Village of Auburn Hills","Detroit","MI","Private",1,42.7028673,-83.3100235,"No","No","No","No","Hard"
"Helen Baller Elementary School","Portland","OR","Public",2,45.5929678,-122.4002373,"No","No","No","No","Hard"
"Lake Oswego Junior High School","Portland","OR","Public",3,45.4265504,-122.7041852,"No","No","No","No","Hard"
"Heckard Field","Portland","OR","Public",5,45.1432291,-122.5725961,"No","No","No","No","Hard"
"Village Green Apartments","Memphis","TN","Private",2,35.0553469,-89.8560727,"No","No","No","Yes","Hard"
"Lion's Park & Pavilion","Minneapolis-St. Paul","MN","Public",2,45.4119483,-94.046702,"No","No","No","No","Hard"
"Oakwood Toluca Hills","Los Angeles","CA","Private",2,34.1371791,-118.3411217,"No","No","No","Yes","Hard"
"Villa Siena Apartment Homes","Los Angeles","CA","Private",2,33.6715328,-117.8480995,"No","No","No","Yes","Hard"
"Lucas Valley","San Francisco - Oakland - San Jose","CA","Private",2,38.0290701,-122.5706649,"Yes","No","No","No","Hard"
"Tamarack Point","San Diego","CA","Private",2,33.1596129,-117.3053277,"No","No","No","No","Hard"
"Hinton Community Center","Fresno","CA","Public",2,36.7150044,-119.8039663,"No","No","No","Yes","Hard"
"De Soto Park North","Miami-Fort Lauderdale","FL","Private",2,25.9963638,-80.1280975,"No","No","No","Yes","Hard"
"Ridgewood Park","Houston - Galveston - Brazoria","TX","Public",4,30.1661578,-95.4975414,"Yes","No","No","Yes","Hard"
"Lutherville Laboratory","Baltimore","MD","Public",2,39.4277384,-76.621919,"Yes","No","No","No","Hard"
"Campbell Park","Tampa-St. Petersburg-Clearwater","FL","Public",4,27.7632571,-82.6534295,"Yes","No","No","Yes","Hard"
"Fish Hawk Trails","Tampa-St. Petersburg-Clearwater","FL","Private",4,27.862042,-82.1831524,"No","No","No","Yes","Hard"
"Gallup Park & Gardens","Denver","CO","Public",4,39.6048615,-105.00382,"No","No","No","No","Hard"
"Tower Hill Park","Minneapolis-St. Paul","MN","Public",2,44.9684264,-93.213383,"No","No","No","No","Hard"
"Hudson's Bay High School","Portland","OR","Public",4,45.6308154,-122.655648,"No","No","No","No","Hard"
"Churchland Park","Norfolk-Virginia Beach","VA","Public",6,36.8825899,-76.377039,"No","No","No","Yes","Hard"
"Howe Farms","Norfolk-Virginia Beach","VA","Private",2,37.0760917,-76.3189638,"Yes","No","No","No","Hard"
"San Jacinto High School","Los Angeles","CA","Public",6,33.7932718,-116.9673264,"No","No","No","No","Hard"
"Woodstream Village","Phoenix","AZ","Private",1,33.4376013,-111.8244052,"No","No","No","No","Hard"
"Honeycreek","Dallas - Fort Worth","TX","Private",2,32.8556979,-96.6510683,"No","No","No","Yes","Hard"
"Sunnywoods","Sacramento-Yolo","CA","Private",1,38.4788655,-121.4103842,"No","No","No","No","Hard"
"Osceola High School","Tampa-St. Petersburg-Clearwater","FL","Public",6,27.8630758,-82.7742147,"No","No","No","No","Hard"
"Lorna Doone Park","Orlando","FL","Public",2,28.5414301,-81.4007843,"No","No","No","Yes","Hard"
"Magnolia Pointe","Orlando","FL","Private",2,28.5351906,-81.6690588,"No","No","No","Yes","Hard"
"Hidden Beach","Orlando","FL","Private",1,28.4868925,-81.4686334,"No","No","No","Yes","Hard"
"Oak Hollow Park","San Antonio","TX","Private",1,29.5850737,-98.4457934,"No","No","No","Yes","Hard"
"Castle Wood Forest","San Antonio","TX","Private",2,29.5575929,-98.5488492,"Yes","No","No","Yes","Hard"
"Craig Park","Minneapolis-St. Paul","MN","Public",2,45.1105018,-93.281462,"No","No","No","Yes","Hard"
"Dacula High School","Atlanta","GA","Public",4,33.9917829,-83.900764,"No","No","No","Yes","Hard"
"Lowell Park","Milwaukee","WI","Public",2,43.0138419,-88.2589781,"No","No","No","No","Hard"
"Abbotts Pond","Atlanta","GA","Private",2,34.0561261,-84.2088425,"No","No","No","Yes","Hard"
"Lawn Avenue School","Providence","RI","Public",6,41.498638,-71.380384,"Yes","No","No","No","Hard"
"South Park","Salt Lake City","UT","Public",2,40.6559969,-111.5035808,"No","No","No","Yes","Hard"
"Walton Lake Residential Community","Richmond-Petersburg","VA","Private",2,37.481712,-77.6312613,"No","No","No","No","Hard"
"Century Park","Los Angeles","CA","Public",1,33.8282161,-116.4417315,"No","No","No","No","Hard"
"Mountain Ridge High School","Phoenix","AZ","Public",8,33.6920747,-112.206105,"Yes","No","No","No","Hard"
"Colonial Grand at Shiloh","Atlanta","GA","Private",1,34.0563039,-84.6049833,"No","No","No","Yes","Hard"
"Fairbanks Polo Club","San Diego","CA","Private",1,32.9826941,-117.2203875,"No","No","No","No","Hard"
"Markham Park","Miami-Fort Lauderdale","FL","Public",4,26.1305027,-80.3569436,"Yes","No","No","No","Hard"
"Ridge Pointe","Atlanta","GA","Private",1,33.9329724,-84.5031559,"No","No","No","Yes","Hard"
"Tehipite Middle School","Fresno","CA","Public",3,36.7529574,-119.7788286,"No","No","No","No","Hard"
"The Horizons","Fresno","CA","Private",1,36.8455941,-119.7772944,"No","No","No","Yes","Hard"
"Mineral Wells High School","Dallas - Fort Worth","TX","Public",8,32.814212,-98.078835,"No","No","No","Yes","Hard"
"Brookhaven Village North","Dallas - Fort Worth","TX","Private",1,32.9388996,-96.8496108,"No","No","No","No","Hard"
"Lauderdale West","Miami-Fort Lauderdale","FL","Private",3,26.140828,-80.2665317,"No","No","No","No","Hard"
"Milano Luxury Residences","West Palm Beach - Boca Raton","FL","Private",1,26.7289766,-80.1013613,"No","No","No","Yes","Hard"
"Floresta","West Palm Beach - Boca Raton","FL","Private",1,26.9128383,-80.1042902,"No","No","No","No","Hard"
"Town & Country Recreation Center","Tampa-St. Petersburg-Clearwater","FL","Public",3,28.0035643,-82.5592169,"No","No","No","Yes","Hard"
"Morningside Apartment Homes","Richmond-Petersburg","VA","Private",4,37.524584,-77.5048971,"No","No","No","Yes","Hard"
"Huron Park","Detroit","MI","Public",2,42.4900346,-82.9270041,"No","No","No","No","Hard"
"Kiwanis Park","Salt Lake City","UT","Public",1,41.1190079,-112.0235646,"No","No","No","No","Hard"
"Duarte High School","Los Angeles","CA","Public",6,34.1367795,-117.9729724,"No","No","No","Yes","Hard"
"Terra Linda Park","Portland","OR","Public",2,45.5346116,-122.8195846,"No","No","No","No","Hard"
"The Racquet Center","West Palm Beach - Boca Raton","FL","Public",26,26.3555166,-80.1341164,"No","Yes","No","Yes","Clay"
"Coral Lakes Club","West Palm Beach - Boca Raton","FL","Private",10,26.4888865,-80.137732,"No","No","No","Yes","Clay"
"Park Place","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.2914576,-82.7050567,"No","No","No","Yes","Hard"
"Eaton High School","Denver","CO","Public",6,40.5271746,-104.72267,"No","No","No","Yes","Hard"
"Alice Sweet Thomas Park","Denver","CO","Public",4,39.8413881,-105.12976,"Yes","No","No","No","Hard"
"Chattahoochee Run","Atlanta","GA","Private",4,34.0439921,-84.1036892,"No","No","No","Yes","Hard"
"The Reserve at Castleberry","Atlanta","GA","Private",2,34.1982618,-84.1565287,"No","No","No","Yes","Hard"
"Briscoe Park","Atlanta","GA","Public",4,33.8415572,-84.0076876,"No","No","No","Yes","Hard"
"Dutch Village Apartments","Norfolk-Virginia Beach","VA","Private",1,37.0492518,-76.4701867,"No","No","No","No","Hard"
"Bicentennial Park","Grand Rapids","MI","Public",6,42.8167555,-85.7254064,"Yes","No","No","Yes","Hard"
"Smith-Ryerson Park","Grand Rapids","MI","Public",2,43.2415451,-86.229887,"No","No","No","No","Hard"
"Grandview Crest","Los Angeles","CA","Private",1,33.6400349,-117.6726723,"Yes","No","No","Yes","Hard"
"Land O Lakes High School","Tampa-St. Petersburg-Clearwater","FL","Public",4,28.2600503,-82.4795794,"No","No","No","No","Hard"
"Palm Beach Bath & Tennis","West Palm Beach - Boca Raton","FL","Private",2,26.477603,-80.1303077,"No","No","No","Yes","Clay"
"Trees of Kennesaw","Atlanta","GA","Private",3,33.9990768,-84.6009064,"No","No","No","Yes","Hard"
"Thurl Cook Park","Grand Rapids","MI","Public",3,42.4469977,-85.6370437,"No","No","No","No","Hard"
"Harry A. Lyon Park","Los Angeles","CA","Public",3,34.2999917,-119.2925227,"No","No","No","No","Hard"
"Aliso Park Estates","Los Angeles","CA","Private",2,33.6361136,-117.6733911,"No","No","No","No","Hard"
"Cambridge Park","San Diego","CA","Private",1,32.8034632,-117.1188176,"No","No","No","Yes","Hard"
"Village West","Houston - Galveston - Brazoria","TX","Private",2,29.7413985,-95.5810225,"No","No","No","Yes","Hard"
"Shepherd Park","Indianapolis","IN","Public",4,40.1275148,-85.634404,"No","No","No","No","Hard"
"Portside Of Pinellas","Tampa-St. Petersburg-Clearwater","FL","Private",1,27.8356559,-82.8348058,"No","No","No","Yes","Hard"
"Lake Asbury Junior High","Jacksonville","FL","Public",2,30.0428976,-81.8042421,"No","No","No","No","Hard"
"The Fountains at Palmdale","Los Angeles","CA","Private",1,34.5779542,-118.0740166,"No","No","No","No","Hard"
"Village Park","Milwaukee","WI","Public",6,43.1761007,-88.117572,"No","No","No","Yes","Hard"
"Therrell High School","Atlanta","GA","Public",3,33.7004038,-84.4908392,"No","No","No","No","Hard"
"Henderson Mill Elementary School","Atlanta","GA","Public",1,33.8567226,-84.2577875,"No","No","No","No","Hard"
"Midway Recreation Center","Atlanta","GA","Public",2,33.7529789,-84.2585599,"No","No","No","No","Hard"
"Mott Community College","Detroit","MI","Public",3,43.0225098,-83.6666608,"No","No","No","No","Hard"
"Bonita Canyon","Los Angeles","CA","Private",1,33.6338805,-117.856822,"No","No","No","Yes","Hard"
"University Cabana Apartments","Memphis","TN","Private",2,35.1636785,-89.987812,"No","No","No","Yes","Hard"
"Farmington Park","Memphis","TN","Public",2,35.0939812,-89.7772586,"No","No","No","Yes","Hard"
"Marina Park","Los Angeles","CA","Public",2,33.7456906,-118.1105161,"No","No","No","Yes","Hard"
"Mesquite Country Club HOA Phase I","Los Angeles","CA","Private",1,33.8149265,-116.516211,"No","No","No","No","Hard"
"Hamilton High School","Phoenix","AZ","Public",10,33.2537977,-111.8440497,"Yes","No","No","No","Hard"
"Club Laguna Apartments","Los Angeles","CA","Private",2,33.594058,-117.7527845,"No","No","No","Yes","Hard"
"Highlands","Los Angeles","CA","Private",1,34.1372591,-117.5898886,"No","No","No","Yes","Hard"
"Genoa Lakes","Phoenix","AZ","Private",1,33.4247527,-111.7599249,"No","No","No","Yes","Hard"
"Crockett Community Center","San Francisco - Oakland - San Jose","CA","Public",2,38.0526956,-122.219274,"Yes","No","No","Yes","Hard"
"Graham-Kapowsin High School","Seattle","WA","Public",6,47.0571349,-122.2891188,"No","No","No","No","Hard"
"Hallmark Park","Dallas - Fort Worth","TX","Public",2,32.6370259,-97.3330092,"No","No","No","No","Hard"
"Lowell Smith Middle School","Dallas - Fort Worth","TX","Public",8,32.3156894,-97.4127996,"No","No","No","Yes","Hard"
"Glencoe Park","Dallas - Fort Worth","TX","Public",2,32.8331814,-96.7772663,"Yes","No","No","Yes","Hard"
"The Bluffs","Dallas - Fort Worth","TX","Private",2,32.9136122,-97.2814465,"No","No","No","No","Hard"
"Vicksburg Village of Cumberland","Houston - Galveston - Brazoria","TX","Private",4,29.5405502,-95.5161238,"Yes","No","No","Yes","Hard"
"Camden Woods","Tampa-St. Petersburg-Clearwater","FL","Private",2,27.9905077,-82.5578141,"No","No","No","Yes","Hard"
"The Reserve at Deerwood","Jacksonville","FL","Private",1,30.2344322,-81.5554726,"No","No","No","No","Hard"
"Brentwood Park","Austin-San Marcos","TX","Public",2,30.3410745,-97.7317894,"No","No","No","Yes","Hard"
"Cleveland Park","Nashville","TN","Public",3,36.1867084,-86.760669,"No","No","No","Yes","Hard"
"Illahee Middle High School","Seattle","WA","Public",2,47.2768852,-122.3371303,"No","No","No","No","Hard"
"Ashland Woods","Richmond-Petersburg","VA","Private",1,37.7628272,-77.4684727,"No","No","No","No","Hard"
"Archstone Redmond Hill","Seattle","WA","Private",1,47.6584866,-122.088275,"No","No","No","No","Hard"
"Orange Glen High School","San Diego","CA","Public",7,33.1284141,-117.0414305,"Yes","No","No","Yes","Hard"
"Windrift Apartments","San Diego","CA","Private",1,33.1697167,-117.2534215,"No","No","No","Yes","Hard"
"Legion Memorial Park","Miami-Fort Lauderdale","FL","Public",1,25.836765,-80.180465,"No","No","No","No","Hard"
"Capri West","Los Angeles","CA","Private",1,34.1774058,-118.7848771,"No","No","No","Yes","Hard"
"Maple Park","Sacramento-Yolo","CA","Public",2,38.5190433,-121.4718282,"No","No","No","Yes","Hard"
"Mira Loma Middle School","Los Angeles","CA","Public",3,33.9951942,-117.5034571,"No","No","No","No","Hard"
"Roy H. Murphy Community Center","Seattle","WA","Public",3,47.2328942,-122.5119138,"No","No","No","No","Hard"
"Candy Cane Park","Houston - Galveston - Brazoria","TX","Public",6,30.3210167,-95.4708481,"Yes","No","No","Yes","Hard"
"Roy Haynes Recreation Center","Tampa-St. Petersburg-Clearwater","FL","Public",2,28.0624185,-82.4762321,"No","No","No","Yes","Hard"
"Coopers Hawk","Jacksonville","FL","Private",2,30.1911345,-81.6072929,"No","No","No","Yes","Hard"
"Bentley Square","Dallas - Fort Worth","TX","Private",1,32.7551409,-97.168504,"No","No","No","Yes","Hard"
"Mountain Cove","Atlanta","GA","Private",2,33.7848544,-84.0581775,"No","No","No","Yes","Hard"
"Sweet Bottom Plantation","Atlanta","GA","Private",2,34.000331,-84.1762805,"No","No","No","Yes","Hard"
"Ford Field Park","Detroit","MI","Public",2,42.3091648,-83.2458115,"No","No","No","No","Hard"
"Westfork","Miami-Fort Lauderdale","FL","Private",4,26.0198622,-80.3602588,"No","No","No","No","Hard"
"Eloquence on the Bay","Miami-Fort Lauderdale","FL","Private",1,25.8522817,-80.1578915,"No","No","No","No","Hard"
"Bates Middle School","Baltimore","MD","Public",3,38.9730811,-76.504873,"Yes","No","No","No","Hard"
"Cranston High School West","Providence","RI","Public",6,41.7725919,-71.479615,"No","No","No","No","Clay"
"El Dorado Tennis Center","Los Angeles","CA","Public",15,33.8084636,-118.0965364,"No","Yes","No","Yes","Hard"
"Eisenhower Park","Denver","CO","Public",4,39.6596773,-104.93918,"No","No","No","No","Hard"
"Tall Firs","Seattle","WA","Private",2,47.3155083,-122.3604333,"Yes","No","No","Yes","Hard"
"Coral Springs Middle School","Miami-Fort Lauderdale","FL","Public",4,26.2866816,-80.2621222,"No","No","No","Yes","Hard"
"Walden Lakes Park","Miami-Fort Lauderdale","FL","Public",2,26.0064021,-80.419997,"No","No","No","Yes","Hard"
"Kennemer Middle School","Dallas - Fort Worth","TX","Public",4,32.6480567,-96.9499576,"No","No","No","No","Hard"
"University Woodlands Park","West Palm Beach - Boca Raton","FL","Public",2,26.372791,-80.138365,"No","No","No","Yes","Hard"
"Capps Park","Dallas - Fort Worth","TX","Public",2,32.7044,-97.335037,"Yes","No","No","No","Hard"
"Hearthwood II","Houston - Galveston - Brazoria","TX","Private",2,29.6817962,-95.4202402,"No","No","No","Yes","Hard"
"Eastwood","West Palm Beach - Boca Raton","FL","Private",1,26.6439778,-80.0940549,"No","No","No","No","Hard"
"Forestview Villas","West Palm Beach - Boca Raton","FL","Private",1,26.5895537,-80.109719,"No","No","No","No","Hard"
"Villas At Oakwell Farms","San Antonio","TX","Private",1,29.5081461,-98.4321249,"No","No","No","Yes","Hard"
"Redhawk Ranch Apartments","Denver","CO","Private",1,39.9163073,-104.9696821,"No","No","No","Yes","Hard"
"Lake Nokomis Park","Minneapolis-St. Paul","MN","Public",3,44.9167566,-93.2358062,"No","No","No","No","Hard"
"Canyon Rim Park","Salt Lake City","UT","Public",2,40.705083,-111.8086123,"No","No","No","No","Hard"
"Old Farm Tennis Ranch","Salt Lake City","UT","Private",4,40.6826151,-111.8735647,"No","No","Yes","Yes","Hard"
"Municipal Park","Memphis","TN","Public",4,35.2069954,-89.8489165,"No","No","No","Yes","Hard"
"Belmont Senior High","Los Angeles","CA","Public",2,34.0616636,-118.2614064,"Yes","No","No","No","Hard"
"Cahuilla Hills Park","Los Angeles","CA","Public",2,33.7151481,-116.4006293,"No","No","No","Yes","Hard"
"First Creek Middle School","Seattle","WA","Public",2,47.2082795,-122.4053657,"Yes","No","No","No","Hard"
"Apollo Park","Miami-Fort Lauderdale","FL","Public",2,26.2482267,-80.1261234,"No","No","No","Yes","Hard"
"Sky Homes and Resort Suite Residences","Miami-Fort Lauderdale","FL","Private",2,26.2329547,-80.0919521,"No","No","No","No","Hard"
"La Mirada Condominiums","Dallas - Fort Worth","TX","Private",1,32.9449592,-96.8428516,"No","No","No","Yes","Hard"
"The Columns","Houston - Galveston - Brazoria","TX","Private",1,29.7020512,-95.2187419,"No","No","No","Yes","Hard"
"Pine Ridge South III","West Palm Beach - Boca Raton","FL","Private",2,26.6084717,-80.1322603,"No","No","No","Yes","Hard"
"The Park at Dorchester","Tampa-St. Petersburg-Clearwater","FL","Private",1,27.9152782,-82.3224342,"No","No","No","Yes","Hard"
"Long Lake Palms","West Palm Beach - Boca Raton","FL","Private",1,26.4071688,-80.1891232,"No","No","No","Yes","Hard"
"Woodbridge","Tampa-St. Petersburg-Clearwater","FL","Private",2,27.8622791,-82.8002,"No","No","No","Yes","Hard"
"Maitland Gardens","Orlando","FL","Private",2,28.6218887,-81.4300847,"No","No","No","Yes","Hard"
"Manor New Technology High School","Austin-San Marcos","TX","Public",4,30.3428615,-97.5731421,"Yes","No","No","No","Hard"
"Sonoma Ranch","San Antonio","TX","Private",2,29.5867251,-98.6538041,"No","No","No","Yes","Hard"
"Carriage Station Park","Minneapolis-St. Paul","MN","Public",2,45.0165078,-92.856262,"No","No","No","No","Hard"
"Williams Village Tennis Courts","Denver","CO","Public",4,39.998994,-105.2493,"No","No","No","Yes","Hard"
"Graybrook & Graycroft Apartments","Nashville","TN","Private",2,36.2885113,-86.7192936,"No","No","No","No","Hard"
"Clairmonte","Atlanta","GA","Private",2,34.0802733,-84.2828071,"No","No","No","Yes","Hard"
"Homeless Education Program ( Rose Garden )","Atlanta","GA","Public",2,33.8863062,-84.4982743,"Yes","No","No","Yes","Hard"
