"Name","City","State","Access","Count","Latitude","Longitude","Wall","Proshop","Indoor","Lights","Surface"
"Kingston","Atlanta","GA","Private",2,33.9087031,-84.1239345,"No","No","No","Yes","Hard"
"Mitchell Park","Portland","OR","Public",2,45.5211275,-122.7742445,"Yes","No","No","No","Hard"
"Sunnyside Park","Salt Lake City","UT","Public",2,40.7513372,-111.8402946,"No","No","No","No","Hard"
"Newport Bluffs","Los Angeles","CA","Private",2,33.6330229,-117.8624761,"No","No","No","Yes","Hard"
"Elizabeth Porter Recreation Center","Atlanta","GA","Public",2,33.9596375,-84.5408785,"No","No","No","Yes","Hard"
"Villa Victoria","Los Angeles","CA","Private",2,33.9454426,-117.3719001,"No","No","No","Yes","Hard"
"Vista Del Montana","Los Angeles","CA","Private",1,33.7494107,-116.3517702,"No","No","No","No","Hard"
"Julius Kahn Playground","San Francisco - Oakland - San Jose","CA","Public",4,37.7910828,-122.4544501,"No","No","No","No","Hard"
"Shoreline Park","Seattle","WA","Public",4,47.7668565,-122.3292553,"No","No","No","Yes","Hard"
"Forest Park","Seattle","WA","Public",1,47.9596905,-122.2192955,"No","No","No","No","Hard"
"Kuleanas Forest Hill","Seattle","WA","Private",2,47.7610149,-122.3106515,"No","No","No","No","Hard"
"Lake Hiawatha Park","Minneapolis-St. Paul","MN","Public",3,44.9193776,-93.225528,"No","No","No","No","Hard"
"Helix Charter High School","San Diego","CA","Public",12,32.7567019,-117.0370102,"Yes","No","No","Yes","Hard"
"Florida International University - Broward - Pines Center","Miami-Fort Lauderdale","FL","Public",4,26.0325014,-80.3742814,"No","No","No","Yes","Hard"
"Dillard High School","Miami-Fort Lauderdale","FL","Public",6,26.1407606,-80.1748538,"Yes","No","No","Yes","Hard"
"Cypress Park Condominium","Miami-Fort Lauderdale","FL","Private",2,26.2299617,-80.1211774,"No","No","No","No","Hard"
"Kingsbrook Park Condominiums","Detroit","MI","Private",4,42.5941645,-82.9467344,"No","No","No","Yes","Hard"
"The Palace at Bal Harbour","Miami-Fort Lauderdale","FL","Private",1,25.8928552,-80.1237631,"No","No","No","No","Hard"
"Brays Village","Houston - Galveston - Brazoria","TX","Private",2,29.7058627,-95.5759048,"Yes","No","No","Yes","Hard"
"Parkside Green","West Palm Beach - Boca Raton","FL","Private",2,26.6601062,-80.1440835,"No","No","No","Yes","Hard"
"Pickwick Parks","West Palm Beach - Boca Raton","FL","Private",1,26.6301488,-80.1340306,"No","No","No","No","Hard"
"Villages of Woodlake","West Palm Beach - Boca Raton","FL","Private",2,26.6247011,-80.1458967,"No","No","No","Yes","Hard"
"Porta Bella South","West Palm Beach - Boca Raton","FL","Private",4,26.4038054,-80.070768,"No","No","No","Yes","Hard"
"Elgin Memorial Park","Austin-San Marcos","TX","Public",3,30.3553791,-97.3788106,"No","No","No","Yes","Hard"
"Centennial Green Park","Minneapolis-St. Paul","MN","Public",1,45.1513483,-93.165639,"No","No","No","No","Hard"
"Riverwood Apartments","Indianapolis","IN","Private",1,39.9244492,-86.0691905,"No","No","No","Yes","Hard"
"West End Park","Atlanta","GA","Public",2,33.7419794,-84.4240522,"Yes","No","No","Yes","Hard"
"Carrington Court Apartments","Atlanta","GA","Private",2,33.9415887,-84.1327429,"No","No","No","Yes","Hard"
"Shannon Lake","Atlanta","GA","Private",1,33.5696747,-84.5108271,"No","No","No","No","Hard"
"Parc Pointe Apartments","Detroit","MI","Private",1,42.2999049,-83.7214315,"No","No","No","No","Hard"
"Church Park","Memphis","TN","Public",2,34.8233864,-89.9906766,"No","No","No","Yes","Hard"
"Veterans Park","Grand Rapids","MI","Public",2,42.8785193,-85.6562054,"Yes","No","No","Yes","Hard"
"Riverview Park","Minneapolis-St. Paul","MN","Public",2,45.1609681,-93.32743,"Yes","No","No","Yes","Hard"
"Hart Park","Los Angeles","CA","Public",4,33.7780059,-117.8519833,"No","No","No","Yes","Hard"
"Forest Hills Park","Portland","OR","Public",2,45.5121664,-122.7916467,"Yes","No","No","No","Hard"
"Heatherstone","San Francisco - Oakland - San Jose","CA","Private",2,37.370413,-122.0638132,"No","No","No","No","Hard"
"Severna Park Middle","Baltimore","MD","Public",2,39.0882771,-76.5872061,"No","No","No","No","Hard"
"Heritage High School","Portland","OR","Public",4,45.6788705,-122.536118,"No","No","No","No","Hard"
"Flamingo Park","Miami-Fort Lauderdale","FL","Public",1,26.0527058,-80.3102624,"No","No","No","No","Hard"
"Pembroke Falls","Miami-Fort Lauderdale","FL","Private",8,26.0224846,-80.3266239,"No","No","No","Yes","Hard"
"Dove Meadows","Houston - Galveston - Brazoria","TX","Private",1,30.0782624,-95.4683322,"No","No","No","Yes","Hard"
"Westcreek Village","Houston - Galveston - Brazoria","TX","Private",2,29.885381,-95.6746128,"Yes","No","No","Yes","Hard"
"Rainberry Bay","West Palm Beach - Boca Raton","FL","Private",2,26.4751349,-80.1024985,"No","No","No","No","Clay"
"The Villas at Somerset","Orlando","FL","Private",1,28.3273984,-81.4886963,"No","No","No","No","Hard"
"English Aire","Austin-San Marcos","TX","Private",1,30.2333477,-97.7306843,"Yes","No","No","Yes","Hard"
"Carrington Place","Salt Lake City","UT","Private",1,40.898179,-111.8902481,"No","No","No","Yes","Hard"
"Trevor D. Wilson Park","Atlanta","GA","Public",2,33.5596888,-84.4189239,"No","No","No","Yes","Hard"
"Barrington Mill","Atlanta","GA","Private",2,33.9140989,-84.4725251,"No","No","No","Yes","Hard"
"York High School","Norfolk-Virginia Beach","VA","Public",6,37.2042696,-76.5023839,"No","No","No","No","Hard"
"Stonebridge at Newnan Crossing","Atlanta","GA","Private",2,33.3809457,-84.7450268,"No","No","No","Yes","Hard"
"Fords Colony - Westbury","Norfolk-Virginia Beach","VA","Private",6,37.2985748,-76.7591867,"No","No","No","No","Clay"
"Edmondson-Westside High School","Baltimore","MD","Public",3,39.2931588,-76.6887546,"No","No","No","No","Hard"
"Meadows Park","Salt Lake City","UT","Public",2,41.1476057,-112.0376301,"Yes","No","No","No","Hard"
"Mae Boyar Park","Los Angeles","CA","Public",2,34.1716718,-118.7572503,"Yes","No","No","Yes","Hard"
"Central Arizona College - Aravaipa Campus","Phoenix","AZ","Public",2,32.8479376,-110.7019436,"No","No","No","No","Hard"
"Villas At Camino Bernardo","San Diego","CA","Private",1,32.9988201,-117.0863843,"No","No","No","Yes","Hard"
"Chowchilla High School","Fresno","CA","Public",6,37.1142333,-120.2608001,"Yes","No","No","No","Hard"
"Parks At TreePoint","Dallas - Fort Worth","TX","Private",1,32.6673234,-97.2116661,"No","No","No","Yes","Hard"
"The Breakers","Houston - Galveston - Brazoria","TX","Private",1,29.2585003,-94.8426318,"No","No","No","Yes","Hard"
"Remington Park","Orlando","FL","Private",2,28.632323,-81.2116992,"No","No","No","No","Hard"
"Luther Burbank High School","San Antonio","TX","Public",6,29.391916,-98.5058641,"Yes","No","No","No","Hard"
"Viewpointe Apartments","Grand Rapids","MI","Private",1,42.9147135,-85.6159937,"No","No","No","Yes","Hard"
"Providence Middle School","Richmond-Petersburg","VA","Public",2,37.4870755,-77.543778,"No","No","No","No","Hard"
"Highlands Park","Minneapolis-St. Paul","MN","Public",2,44.9126842,-93.368822,"No","No","No","No","Hard"
"Dakota Ridge High School","Denver","CO","Public",4,39.6043903,-105.148,"No","No","No","No","Hard"
"Douglas County High School","Denver","CO","Public",4,39.3880582,-104.85841,"No","No","No","No","Hard"
"Greeley Central High School","Denver","CO","Public",6,40.4141413,-104.70405,"No","No","No","No","Hard"
"Carlton J. Kell High School","Atlanta","GA","Public",4,34.0610059,-84.5139813,"No","No","No","No","Hard"
"Fayetteville Intermediate School","Atlanta","GA","Public",1,33.4558905,-84.4613886,"No","No","No","No","Hard"
"Chippenham Forest Apartments","Richmond-Petersburg","VA","Private",6,37.5420423,-77.5309896,"No","No","No","No","Hard"
"Woodfield","Atlanta","GA","Private",2,34.0041911,-84.3007779,"No","No","No","Yes","Hard"
"River Trace","Memphis","TN","Private",2,35.184726,-89.8755026,"No","No","No","Yes","Hard"
"Manhattan Heights Park","Los Angeles","CA","Public",2,33.8868139,-118.3833289,"No","No","No","Yes","Hard"
"Mount Si High School","Seattle","WA","Public",6,47.523142,-121.8150651,"Yes","No","No","No","Hard"
"Pepper Park","Miami-Fort Lauderdale","FL","Public",12,25.8985979,-80.2225757,"Yes","No","No","Yes","Hard"
"South Pointe","Los Angeles","CA","Private",1,33.6797648,-117.8839445,"Yes","No","No","Yes","Hard"
"Victor Valley College","Los Angeles","CA","Public",4,34.4750936,-117.2605348,"No","No","No","Yes","Hard"
"Deerfield Estates","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.4867275,-82.4667531,"No","No","No","No","Hard"
"Terrace at River Oaks","San Antonio","TX","Private",2,29.5474106,-98.5553885,"No","No","No","Yes","Hard"
"Ellenberger Park","Indianapolis","IN","Public",8,39.7762619,-86.075692,"No","No","No","Yes","Hard"
"Community Park","Denver","CO","Public",4,39.9186812,-105.07079,"No","No","No","Yes","Hard"
"Peiffer Elementary School","Denver","CO","Public",2,39.6283003,-105.1138079,"No","No","No","No","Hard"
"Boyd W. Arthurs Middle School","Detroit","MI","Public",5,42.1346483,-83.2177556,"No","No","No","No","Hard"
"Flowers Crossing","Atlanta","GA","Private",4,33.9146865,-84.0089214,"No","No","No","Yes","Hard"
"The Boulevard","Detroit","MI","Private",1,42.6834607,-83.2125843,"No","No","No","No","Hard"
"Pinckney Community High School","Detroit","MI","Public",10,42.4520642,-83.9310086,"No","No","No","No","Hard"
"Granite High School","Salt Lake City","UT","Public",6,40.6986818,-111.8742836,"No","No","No","Yes","Hard"
"Morningside High School","Los Angeles","CA","Public",12,33.9410547,-118.3313262,"No","No","No","No","Hard"
"Miller Park","Los Angeles","CA","Public",2,34.2735312,-118.8624573,"No","No","No","No","Hard"
"Graybriar Condominiums","Phoenix","AZ","Private",1,33.4924573,-112.1764934,"No","No","No","Yes","Hard"
"Laguna Shores","Phoenix","AZ","Private",2,33.3681693,-111.8808603,"No","No","No","Yes","Hard"
"Townsend Park","San Francisco - Oakland - San Jose","CA","Public",2,37.3803883,-121.8847597,"No","No","No","No","Hard"
"Boulder Springs","Fresno","CA","Private",1,36.8115094,-119.8555183,"No","No","No","Yes","Hard"
"Mountain View College","Dallas - Fort Worth","TX","Public",11,32.7242684,-96.9015598,"No","No","No","Yes","Hard"
"Alpine Woods","Miami-Fort Lauderdale","FL","Private",1,26.0710371,-80.2608025,"No","No","No","No","Hard"
"Addison Pointe","West Palm Beach - Boca Raton","FL","Private",1,26.3415375,-80.1409078,"No","No","No","Yes","Hard"
"Churchill Park","Dallas - Fort Worth","TX","Public",4,32.9183857,-96.7825663,"Yes","No","No","Yes","Hard"
"Deer Valley High School","San Francisco - Oakland - San Jose","CA","Public",9,37.9642724,-121.7784154,"Yes","No","No","No","Hard"
"Brookwood","Houston - Galveston - Brazoria","TX","Private",4,29.6000006,-95.1000595,"No","No","No","Yes","Hard"
"Warren Place Park","Baltimore","MD","Public",2,39.4772308,-76.639895,"No","No","No","No","Hard"
"Nye Recreation Center","Tampa-St. Petersburg-Clearwater","FL","Public",2,28.1430183,-82.4535996,"No","No","No","Yes","Hard"
"Golden Palm Village","Orlando","FL","Private",2,28.8168527,-81.7101395,"No","No","No","No","Hard"
"Chatham Park","Orlando","FL","Private",2,28.2399954,-81.3239014,"No","No","No","No","Hard"
"Rio Vista Park","Austin-San Marcos","TX","Public",6,29.8780483,-97.9343605,"Yes","No","No","Yes","Hard"
"Affolter Park","Denver","CO","Public",4,40.1448874,-105.11613,"Yes","No","No","Yes","Hard"
"Meadowdale High School","Seattle","WA","Public",5,47.8448466,-122.3164773,"No","No","No","No","Hard"
"Wyndham Lakes","Atlanta","GA","Private",2,33.9575373,-84.7340941,"No","No","No","No","Hard"
"Anderson Park","Los Angeles","CA","Public",2,33.8834205,-118.3717203,"No","No","No","Yes","Hard"
"Bayside Middle School","Norfolk-Virginia Beach","VA","Public",4,36.8680426,-76.1598337,"Yes","No","No","No","Hard"
"Lennox Middle School","Los Angeles","CA","Public",3,33.9343343,-118.3661306,"No","No","No","No","Hard"
"Decatur High School","Seattle","WA","Public",4,47.3183013,-122.3694456,"No","No","No","No","Hard"
"Highland","Seattle","WA","Private",1,47.2632352,-122.5188982,"No","No","No","No","Hard"
"Rancho Villas","San Diego","CA","Private",2,32.7562147,-116.9275546,"No","No","No","Yes","Hard"
"Quail Ridge","Dallas - Fort Worth","TX","Private",2,32.7557004,-97.0312393,"No","No","No","No","Hard"
"Oakbrook Village","Miami-Fort Lauderdale","FL","Private",2,26.198429,-80.2384007,"No","No","No","Yes","Hard"
"Friendswood High School","Houston - Galveston - Brazoria","TX","Public",8,29.5107605,-95.2084744,"No","No","No","Yes","Hard"
"Oak Knoll Middle School","Richmond-Petersburg","VA","Public",4,37.6846014,-77.384433,"Yes","No","No","No","Hard"
"Providence at Palm Harbor","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.0648422,-82.7129316,"No","No","No","Yes","Hard"
"Windwood Oaks","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.0837089,-82.4604714,"No","No","No","Yes","Hard"
"Sabal Palm at Carrollwood Place","Tampa-St. Petersburg-Clearwater","FL","Private",2,28.1056858,-82.5074422,"No","No","No","Yes","Hard"
"The Landings at Belle Rive","Jacksonville","FL","Private",2,30.2073988,-81.5431237,"No","No","No","Yes","Hard"
"Lake's Edge","Orlando","FL","Private",1,28.7917135,-81.3371944,"No","No","No","Yes","Hard"
"Madison at Spring Woods","Jacksonville","FL","Private",1,30.3318425,-81.543746,"No","No","No","Yes","Hard"
"Oakdale Park","Minneapolis-St. Paul","MN","Public",4,45.0146611,-92.974054,"No","No","No","No","Hard"
"Quail Hollow Estates","Atlanta","GA","Private",2,34.0344882,-84.148289,"No","No","No","No","Hard"
"Calabasas High School","Los Angeles","CA","Public",8,34.1381648,-118.6296201,"No","No","No","No","Hard"
"Memorial High School","Houston - Galveston - Brazoria","TX","Public",6,29.6390242,-95.1766849,"No","No","No","No","Hard"
"Monterey Pines","Los Angeles","CA","Private",2,34.0532817,-117.2405362,"No","No","No","Yes","Hard"
"Coolidge High School","Phoenix","AZ","Public",8,32.9811011,-111.5317011,"No","No","No","Yes","Hard"
"Tatum Ranch","Phoenix","AZ","Private",2,33.7520512,-111.9813466,"No","No","No","No","Hard"
"Arroyo High School","San Francisco - Oakland - San Jose","CA","Public",4,37.6781313,-122.1423268,"Yes","No","No","No","Hard"
"Mills High School","San Francisco - Oakland - San Jose","CA","Public",8,37.59628,-122.3897874,"Yes","No","No","No","Hard"
"Kentwood High School","Seattle","WA","Public",6,47.3705562,-122.1181333,"Yes","No","No","No","Hard"
"Stonepoint","San Diego","CA","Private",1,32.7185819,-116.9786882,"No","No","No","Yes","Hard"
"Boyd H. Anderson High School","Miami-Fort Lauderdale","FL","Public",3,26.1793281,-80.1842308,"No","No","No","Yes","Hard"
"Byrd Middle School","Dallas - Fort Worth","TX","Public",4,32.6457079,-96.9333065,"Yes","No","No","Yes","Hard"
"Park at Fox Trails","Dallas - Fort Worth","TX","Private",2,33.0586461,-96.7446291,"No","No","No","Yes","Hard"
"Apple Creek","Miami-Fort Lauderdale","FL","Private",2,26.1496404,-80.2483463,"No","No","No","Yes","Hard"
"Hampton Bay","Dallas - Fort Worth","TX","Private",1,33.018002,-96.9903946,"No","No","No","Yes","Hard"
"The Trails At Dominion","Houston - Galveston - Brazoria","TX","Private",1,29.9766468,-95.426892,"No","No","No","Yes","Hard"
"Tradewinds Middle School","West Palm Beach - Boca Raton","FL","Public",6,26.6016992,-80.1195735,"No","No","No","No","Hard"
"Pheasant Creek","Houston - Galveston - Brazoria","TX","Private",2,29.6392946,-95.6712091,"Yes","No","No","Yes","Hard"
"Dixie Hollins High School","Tampa-St. Petersburg-Clearwater","FL","Public",8,27.816874,-82.7236176,"No","No","No","No","Hard"
"Weeki Wachee High School","Tampa-St. Petersburg-Clearwater","FL","Public",3,28.6013371,-82.5492525,"No","No","No","No","Hard"
"Meadowlake","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.069997,-82.7350169,"No","No","No","Yes","Hard"
"Mariners Wharf","Jacksonville","FL","Private",2,30.1859504,-81.7157078,"No","No","No","Yes","Hard"
"Hickory Valley Condo","Nashville","TN","Private",1,36.0476416,-86.7077172,"No","No","No","No","Hard"
"Countrybrook North Apartments","Indianapolis","IN","Private",2,39.8869364,-86.1833453,"No","No","No","No","Hard"
"Cottonwood Park","Denver","CO","Public",1,39.9318457,-104.9466312,"No","No","No","No","Hard"
"Lake Front Park","Detroit","MI","Public",10,42.458666,-82.8799152,"No","No","No","Yes","Hard"
"Stonehenge Gates Apartments","Detroit","MI","Private",2,43.0127456,-83.8062242,"No","No","No","No","Hard"
"Clinton Park","Detroit","MI","Public",2,42.240407,-83.7203667,"No","No","No","No","Hard"
"Pathfinder School","Detroit","MI","Public",8,42.4588401,-83.9054847,"No","No","No","No","Hard"
"Highpoint Park","Baltimore","MD","Public",2,39.1463455,-76.5408039,"No","No","No","No","Hard"
"La Center Community Park","Portland","OR","Public",1,45.8616163,-122.6614094,"No","No","No","No","Hard"
"Alpine Elementary School","Grand Rapids","MI","Public",2,43.0505917,-85.7163727,"No","No","No","No","Hard"
"Canyon High School","Los Angeles","CA","Public",6,34.42793,-118.473537,"Yes","No","No","Yes","Hard"
"Esteban Park","Phoenix","AZ","Public",2,33.3982436,-112.0105505,"No","No","No","Yes","Hard"
"Woodland Hills Park","Minneapolis-St. Paul","MN","Public",1,45.5633353,-94.124432,"No","No","No","No","Hard"
"Heather Farm Park","San Francisco - Oakland - San Jose","CA","Public",10,37.9175155,-122.0404351,"Yes","Yes","No","Yes","Hard"
"Mariner High School","Seattle","WA","Public",6,47.8870104,-122.238028,"No","No","No","Yes","Hard"
"McKinley Park","Sacramento-Yolo","CA","Public",8,38.5771416,-121.4601552,"No","No","No","Yes","Hard"
"California State University, Sacramento","Sacramento-Yolo","CA","Public",14,38.560608,-121.426928,"Yes","No","No","No","Hard"
"Gatehouse at Pine Lake","Miami-Fort Lauderdale","FL","Private",2,26.0077424,-80.2568865,"No","No","No","Yes","Hard"
"W.W. Samuell High School","Dallas - Fort Worth","TX","Public",4,32.7450618,-96.6676927,"No","No","No","No","Hard"
"Patricia Leblanc Park","Dallas - Fort Worth","TX","Public",2,32.6549039,-97.4080789,"Yes","No","No","No","Hard"
"Cypress Woods","West Palm Beach - Boca Raton","FL","Private",1,26.6216511,-80.182879,"No","No","No","No","Hard"
"Forest Ridge Village","Jacksonville","FL","Private",2,30.6330471,-81.4411461,"No","No","No","No","Hard"
"The Palms","Orlando","FL","Private",2,28.6986531,-81.4765513,"No","No","No","No","Hard"
"Plymouth Playfield","Minneapolis-St. Paul","MN","Public",4,45.0216801,-93.40354,"No","No","No","Yes","Hard"
"Southport High School","Indianapolis","IN","Public",13,39.6698689,-86.143112,"No","No","No","Yes","Hard"
"Farr Park","Denver","CO","Public",2,40.3944028,-104.70113,"No","No","No","Yes","Hard"
"Crawford Park","Milwaukee","WI","Public",2,42.7893462,-87.803807,"No","No","No","No","Hard"
"Woodcrest Commons","Detroit","MI","Private",2,42.6544618,-83.2719469,"No","No","No","No","Hard"
"Waterworks Park","Detroit","MI","Public",2,42.5093196,-83.1508505,"No","No","No","No","Hard"
"Lake View Walk","Atlanta","GA","Private",2,33.8841419,-83.9911008,"No","No","No","Yes","Hard"
"Tolleson Park","Atlanta","GA","Public",6,33.8671017,-84.5190775,"Yes","No","No","Yes","Hard"
"Summerfield","Portland","OR","Private",2,45.405644,-122.7854562,"No","No","No","No","Hard"
"Greene Tree","Baltimore","MD","Private",2,39.3910018,-76.7303824,"No","No","No","No","Hard"
"Four Seasons Apartments","Norfolk-Virginia Beach","VA","Private",2,37.0980103,-76.4095902,"No","No","No","No","Hard"
"Lowell High School","Grand Rapids","MI","Public",8,42.9567052,-85.3799593,"Yes","No","No","No","Hard"
"Seberger Park","Minneapolis-St. Paul","MN","Public",1,45.5577164,-94.182475,"No","No","No","No","Hard"
"Sweetwater Ranch Village","Phoenix","AZ","Private",2,33.6055143,-111.8719554,"No","No","No","Yes","Hard"
"Mission Dolores Park","San Francisco - Oakland - San Jose","CA","Public",6,37.7610205,-122.4270809,"No","No","No","Yes","Hard"
"Ravenna-Eckstein Park","Seattle","WA","Public",1,47.6764267,-122.3047292,"Yes","No","No","No","Hard"
"The Manors of Inverrary","Miami-Fort Lauderdale","FL","Private",4,26.1758234,-80.228219,"No","No","No","Yes","Hard"
"Patios of Boca Barwood","West Palm Beach - Boca Raton","FL","Private",1,26.336105,-80.1896918,"No","No","No","No","Clay"
"Mark Twain Park","Dallas - Fort Worth","TX","Public",2,32.9487226,-96.7026472,"Yes","No","No","Yes","Hard"
"WaterView","Dallas - Fort Worth","TX","Private",1,32.9382423,-96.5323269,"No","No","No","Yes","Hard"
"Lone Star College-Montgomery","Houston - Galveston - Brazoria","TX","Public",6,30.2125725,-95.4699898,"Yes","No","No","Yes","Hard"
"Observatory Park","Denver","CO","Public",4,39.6761284,-104.95238,"Yes","No","No","No","Hard"
"Quail Valley Thunderbird North","Houston - Galveston - Brazoria","TX","Private",2,29.5754073,-95.5249536,"Yes","No","No","Yes","Hard"
"Eagles Landing Middle School","West Palm Beach - Boca Raton","FL","Public",3,26.3852382,-80.2261698,"No","No","No","No","Hard"
"Grand Reserve","Jacksonville","FL","Private",1,30.2615322,-81.4615309,"No","No","No","Yes","Hard"
"Palm Springs View Estates","Los Angeles","CA","Private",2,33.7931915,-116.4783919,"Yes","No","No","Yes","Hard"
"Lions Club Park","Minneapolis-St. Paul","MN","Public",2,44.9810481,-93.370646,"No","No","No","No","Hard"
"Highland Park","Denver","CO","Public",1,39.7631151,-105.02697,"No","No","No","No","Hard"
"Stafford Pointe Apartments","Indianapolis","IN","Private",2,39.6963484,-86.3739645,"No","No","No","Yes","Hard"
"The Links At Sugar Hill","Atlanta","GA","Private",1,34.1279699,-84.0739381,"No","No","No","No","Hard"
"Whitlock West","Atlanta","GA","Private",1,33.9526427,-84.5846844,"No","No","No","Yes","Hard"
"Van Ness Recreation Center","Los Angeles","CA","Public",2,33.9906976,-118.3175611,"No","No","No","Yes","Hard"
"Skyline High School","Phoenix","AZ","Public",8,33.3985034,-111.6117167,"No","No","No","No","Hard"
"Coronado Gardens","Phoenix","AZ","Private",2,33.4669176,-112.0703101,"No","No","No","No","Hard"
"Mt Eden Park","San Francisco - Oakland - San Jose","CA","Public",4,37.631057,-122.1008277,"No","No","No","Yes","Hard"
"Arbolado Park","San Francisco - Oakland - San Jose","CA","Public",3,37.9193945,-122.0014787,"No","No","No","No","Hard"
"Lakewood Apartments at Lake Merced","San Francisco - Oakland - San Jose","CA","Private",2,37.7155775,-122.4949193,"No","No","No","Yes","Hard"
"Happy Valley","San Francisco - Oakland - San Jose","CA","Private",2,37.8998238,-122.1358788,"No","No","No","No","Hard"
"Southern Heights Park","Seattle","WA","Public",2,47.4945886,-122.3159301,"No","No","No","No","Hard"
"La Costa Meadowridge","San Diego","CA","Private",2,33.1123387,-117.2365129,"No","No","No","Yes","Hard"
"Mohawk Hills Apartments","Indianapolis","IN","Private",2,39.967788,-86.1135113,"No","No","No","Yes","Hard"
"Elderberry Sanctuary","Houston - Galveston - Brazoria","TX","Private",1,29.6696524,-95.5561316,"No","No","No","No","Hard"
"Waterside Estates","Houston - Galveston - Brazoria","TX","Private",2,29.654139,-95.7358342,"No","No","No","Yes","Hard"
"Northpointe","West Palm Beach - Boca Raton","FL","Private",1,26.4972884,-80.1371956,"No","No","No","No","Hard"
"Dodd Trail Park","Minneapolis-St. Paul","MN","Public",2,44.7021854,-93.198201,"No","No","No","No","Hard"
"Zionsville Middle School","Indianapolis","IN","Public",12,39.9595567,-86.2851942,"No","No","No","No","Hard"
"Highlands at Bridgegate","Atlanta","GA","Private",2,34.0930507,-84.0939474,"No","No","No","Yes","Hard"
"Tally Green","Atlanta","GA","Private",2,33.9806361,-84.3958783,"No","No","No","Yes","Hard"
"Lexington On The Green Apartments","Atlanta","GA","Private",2,33.7040455,-84.1507781,"No","No","No","Yes","Hard"
"Battle Creek Village","Atlanta","GA","Private",1,33.5549949,-84.3526947,"No","No","No","No","Hard"
"Cornell Manor Apartments","Portland","OR","Private",1,45.5240516,-122.8052509,"No","No","No","Yes","Hard"
"Village 185 Apartments","Portland","OR","Private",2,45.5209546,-122.8637767,"Yes","No","No","No","Hard"
"Fox Hills Park","Los Angeles","CA","Public",3,33.9839901,-118.3859682,"No","No","No","Yes","Hard"
"Westpark","Phoenix","AZ","Private",1,33.9597176,-112.7870286,"No","No","No","No","Hard"
"Cahalan Park","San Francisco - Oakland - San Jose","CA","Public",2,37.2462839,-121.8493009,"No","No","No","No","Hard"
"Sunnyside Playground","San Francisco - Oakland - San Jose","CA","Public",1,37.7337377,-122.4474549,"No","No","No","No","Hard"
"Villa Martinique","San Diego","CA","Private",2,32.8261405,-117.0936048,"No","No","No","No","Hard"
"Almaden Place","Sacramento-Yolo","CA","Private",1,38.6661446,-121.2652981,"No","No","No","Yes","Hard"
"Prince George High School","Richmond-Petersburg","VA","Public",8,37.2050129,-77.267596,"Yes","No","No","Yes","Hard"
"Jacksonville Beach Tennis Center","Jacksonville","FL","Public",7,30.2730225,-81.3876843,"Yes","Yes","No","Yes","Hard"
"Waterford at Deerwood","Jacksonville","FL","Private",2,30.2161234,-81.5496469,"No","No","No","Yes","Hard"
"Barnett Park","Orlando","FL","Public",2,28.5605517,-81.4446545,"No","No","No","Yes","Hard"
"Sonoma Southside","Jacksonville","FL","Private",1,30.2308541,-81.5537989,"No","No","No","No","Hard"
"Sweetwater","Jacksonville","FL","Private",2,30.2091512,-81.5072787,"No","No","No","Yes","Hard"
"Pflugerville High School","Austin-San Marcos","TX","Public",8,30.4455752,-97.6370215,"Yes","No","No","Yes","Hard"
"Municipal Field","Detroit","MI","Public",2,42.2499556,-83.1573951,"No","No","No","No","Hard"
"Marx Park","Milwaukee","WI","Public",2,43.0220156,-88.163952,"No","No","No","No","Hard"
"South Forsyth High School","Atlanta","GA","Public",4,34.1476039,-84.1685128,"No","No","No","No","Hard"
"Geneva Woods","Atlanta","GA","Private",2,34.1449845,-84.1102767,"No","No","No","No","Hard"
"The Lighthouse","Atlanta","GA","Private",2,34.3046446,-84.0791631,"No","No","No","No","Hard"
"The Retreat At Arc Way","Atlanta","GA","Private",2,33.9288241,-84.1330004,"No","No","No","No","Hard"
"Vinings Place","Atlanta","GA","Private",2,33.8134467,-84.5203543,"No","No","No","Yes","Hard"
"Portsmouth High School","Providence","RI","Public",8,41.6133087,-71.2505543,"No","No","No","Yes","Clay"
"Waterstone At Chatsworth","Los Angeles","CA","Private",1,34.2511419,-118.5853636,"No","No","No","No","Hard"
"Rainbow Glen","Los Angeles","CA","Private",1,34.4165221,-118.4835792,"No","No","No","Yes","Hard"
"7600 Lincoln","Phoenix","AZ","Private",1,33.481666,-111.9195592,"No","No","No","Yes","Hard"
"Cambric Courts","Phoenix","AZ","Private",1,33.3237332,-111.8580508,"No","No","No","Yes","Hard"
"Skyline College","San Francisco - Oakland - San Jose","CA","Public",7,37.629689,-122.4649751,"No","No","No","No","Hard"
"Omega Necessary Small School","San Francisco - Oakland - San Jose","CA","Public",5,37.9515073,-122.3448551,"No","No","No","No","Hard"
"Killarney Glen Park","Seattle","WA","Public",2,47.5939006,-122.2023439,"No","No","No","No","Hard"
"Dutch Branch Park","Dallas - Fort Worth","TX","Public",4,32.6631687,-97.4791896,"Yes","No","No","Yes","Clay"
"Melvin Miller Memorial Park","Baltimore","MD","Public",2,39.6183341,-76.8554163,"No","No","No","No","Hard"
